INFO 2026-03-06 00:21:46,182 middleware Anonymous | 10.89.3.4 | GET | /api/tasks/ | 401 | 0.066s
INFO 2026-04-05 15:49:16,813 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.020s
INFO 2026-04-05 15:49:16,824 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 15:49:29,479 middleware hatchi | 10.89.2.24 | POST | /api/tasks/reorder_top_level/ | 200 | 0.028s
INFO 2026-04-05 15:49:29,509 middleware hatchi | 10.89.2.24 | GET | /api/tasks/ | 200 | 0.020s
INFO 2026-04-05 15:53:34,597 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.037s
INFO 2026-04-05 15:53:34,620 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.028s
INFO 2026-04-05 15:53:44,202 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 15:54:00,231 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 15:56:15,094 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.021s
INFO 2026-04-05 16:06:22,815 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.024s
INFO 2026-04-05 16:07:07,515 middleware Anonymous | 10.89.2.25 | POST | /api/token/ | 200 | 0.105s
INFO 2026-04-05 16:07:07,704 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.021s
INFO 2026-04-05 16:07:07,740 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.021s
INFO 2026-04-05 17:42:37,355 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.018s
INFO 2026-04-05 18:02:38,238 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.024s
INFO 2026-04-05 18:02:46,836 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.023s
INFO 2026-04-05 18:02:53,701 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.023s
INFO 2026-04-05 18:03:57,527 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.017s
INFO 2026-04-05 18:04:14,597 middleware Anonymous | 10.89.2.25 | POST | /api/token/ | 401 | 0.098s
INFO 2026-04-05 18:04:29,743 middleware Anonymous | 10.89.2.25 | POST | /api/token/ | 200 | 0.098s
INFO 2026-04-05 18:04:29,865 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 18:04:29,893 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.017s
INFO 2026-04-05 18:04:47,632 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.017s
INFO 2026-04-05 18:04:51,530 middleware hatchi | 10.89.2.25 | POST | /api/tasks/132/reorder/ | 200 | 0.025s
INFO 2026-04-05 18:04:51,563 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 18:04:59,848 middleware hatchi | 10.89.2.25 | POST | /api/tasks/132/reorder/ | 200 | 0.025s
INFO 2026-04-05 18:04:59,876 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 18:05:05,245 middleware hatchi | 10.89.2.25 | POST | /api/tasks/reorder_top_level/ | 200 | 0.021s
INFO 2026-04-05 18:05:05,272 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.017s
INFO 2026-04-05 18:05:59,060 middleware hatchi | 10.89.2.25 | GET | /api/tasks/ | 200 | 0.018s
INFO 2026-04-05 18:07:36,382 middleware hatchi | 10.89.2.26 | GET | /api/tasks/ | 200 | 0.025s
INFO 2026-04-05 18:07:36,417 middleware hatchi | 10.89.2.26 | GET | /api/tasks/ | 200 | 0.028s
INFO 2026-04-05 18:07:36,456 middleware hatchi | 10.89.2.26 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 18:07:38,253 middleware hatchi | 10.89.2.26 | GET | /api/tasks/ | 200 | 0.016s
INFO 2026-04-05 18:17:50,223 middleware hatchi | 10.89.2.27 | GET | /api/tasks/ | 200 | 0.026s
INFO 2026-04-05 18:17:50,669 middleware hatchi | 10.89.2.27 | GET | /api/tasks/ | 200 | 0.018s
INFO 2026-04-05 18:17:52,469 middleware hatchi | 10.89.2.27 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 18:19:23,855 middleware hatchi | 10.89.2.27 | GET | /api/tasks/ | 200 | 0.031s
INFO 2026-04-05 18:20:00,163 middleware hatchi | 10.89.2.27 | POST | /api/tasks/reorder_top_level/ | 200 | 0.037s
INFO 2026-04-05 18:20:00,193 middleware hatchi | 10.89.2.27 | GET | /api/tasks/ | 200 | 0.023s
INFO 2026-04-05 18:21:44,791 middleware hatchi | 10.89.2.28 | GET | /api/tasks/ | 200 | 0.026s
INFO 2026-04-05 18:21:45,215 middleware hatchi | 10.89.2.28 | GET | /api/tasks/ | 200 | 0.024s
INFO 2026-04-05 18:21:47,488 middleware hatchi | 10.89.2.28 | GET | /api/tasks/ | 200 | 0.023s
INFO 2026-04-05 18:21:53,761 middleware hatchi | 10.89.2.28 | POST | /api/tasks/reorder_top_level/ | 200 | 0.025s
INFO 2026-04-05 18:21:53,798 middleware hatchi | 10.89.2.28 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 18:21:57,252 middleware hatchi | 10.89.2.28 | POST | /api/tasks/reorder_top_level/ | 200 | 0.029s
INFO 2026-04-05 18:21:57,291 middleware hatchi | 10.89.2.28 | GET | /api/tasks/ | 200 | 0.020s
INFO 2026-04-05 18:23:31,335 middleware hatchi | 10.89.2.28 | GET | /api/tasks/ | 200 | 0.020s
INFO 2026-04-05 18:26:35,776 middleware hatchi | 10.89.2.29 | GET | /api/tasks/ | 200 | 0.025s
INFO 2026-04-05 18:29:13,535 middleware hatchi | 10.89.2.30 | GET | /api/tasks/ | 200 | 0.025s
INFO 2026-04-05 18:29:29,673 middleware hatchi | 10.89.2.30 | POST | /api/tasks/reorder_top_level/ | 200 | 0.030s
INFO 2026-04-05 18:29:29,720 middleware hatchi | 10.89.2.30 | GET | /api/tasks/ | 200 | 0.020s
INFO 2026-04-05 18:29:30,628 middleware hatchi | 10.89.2.30 | POST | /api/tasks/reorder_top_level/ | 200 | 0.029s
INFO 2026-04-05 18:29:30,654 middleware hatchi | 10.89.2.30 | GET | /api/tasks/ | 200 | 0.018s
INFO 2026-04-05 18:29:31,770 middleware hatchi | 10.89.2.30 | POST | /api/tasks/reorder_top_level/ | 200 | 0.030s
INFO 2026-04-05 18:29:31,803 middleware hatchi | 10.89.2.30 | GET | /api/tasks/ | 200 | 0.026s
INFO 2026-04-05 18:29:37,197 middleware hatchi | 10.89.2.30 | GET | /api/tasks/daily_summary/ | 200 | 0.183s
INFO 2026-04-05 18:29:37,204 middleware hatchi | 10.89.2.30 | GET | /api/tasks/daily_summary/ | 200 | 0.177s
INFO 2026-04-05 18:29:43,780 middleware hatchi | 10.89.2.30 | GET | /api/me/ | 200 | 0.014s
INFO 2026-04-05 18:29:43,789 middleware hatchi | 10.89.2.30 | GET | /api/me/ | 200 | 0.012s
INFO 2026-04-05 18:30:51,236 middleware hatchi | 10.89.2.30 | GET | /api/tasks/ | 200 | 0.017s
INFO 2026-04-05 18:30:53,145 middleware hatchi | 10.89.2.30 | GET | /api/tasks/ | 200 | 0.017s
INFO 2026-04-05 18:30:54,699 middleware hatchi | 10.89.2.30 | GET | /api/tasks/ | 200 | 0.017s
INFO 2026-04-05 18:30:55,563 middleware hatchi | 10.89.2.30 | GET | /api/tasks/ | 200 | 0.022s
INFO 2026-04-05 18:30:56,353 middleware hatchi | 10.89.2.30 | GET | /api/tasks/ | 200 | 0.019s
INFO 2026-04-05 18:32:41,074 middleware hatchi | 10.89.2.30 | GET | /api/tasks/ | 200 | 0.017s
INFO 2026-04-05 18:36:42,538 middleware hatchi | 10.89.2.30 | GET | /api/me/ | 200 | 0.035s
INFO 2026-04-05 18:36:42,539 middleware hatchi | 10.89.2.30 | GET | /api/me/ | 200 | 0.024s
INFO 2026-04-05 18:36:42,556 middleware hatchi | 10.89.2.30 | GET | /api/tasks/ | 200 | 0.052s
INFO 2026-04-05 18:36:47,262 middleware hatchi | 10.89.2.30 | GET | /api/tasks/ | 200 | 0.021s
INFO 2026-04-05 18:36:48,613 middleware hatchi | 10.89.2.30 | GET | /api/tasks/ | 200 | 0.018s
INFO 2026-04-05 18:36:50,272 middleware hatchi | 10.89.2.30 | GET | /api/me/ | 200 | 0.010s
INFO 2026-04-05 18:36:50,291 middleware hatchi | 10.89.2.30 | GET | /api/me/ | 200 | 0.009s
INFO 2026-04-05 18:37:26,304 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.029s
INFO 2026-04-05 18:37:26,307 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.025s
INFO 2026-04-05 18:37:26,307 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.041s
INFO 2026-04-05 18:37:26,318 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.021s
INFO 2026-04-05 18:37:26,330 middleware hatchi | 10.89.2.34 | GET | /api/tasks/ | 200 | 0.025s
INFO 2026-04-05 18:38:52,192 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.023s
INFO 2026-04-05 18:38:52,206 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.021s
INFO 2026-04-05 18:38:52,208 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.029s
INFO 2026-04-05 18:38:52,226 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.020s
INFO 2026-04-05 18:38:52,237 middleware hatchi | 10.89.2.34 | GET | /api/tasks/ | 200 | 0.033s
INFO 2026-04-05 18:38:57,580 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.010s
INFO 2026-04-05 18:38:57,608 middleware hatchi | 10.89.2.34 | GET | /api/tasks/ | 200 | 0.018s
INFO 2026-04-05 18:38:57,610 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.010s
INFO 2026-04-05 18:38:57,631 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.010s
INFO 2026-04-05 18:38:57,656 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.010s
INFO 2026-04-05 18:38:58,673 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.011s
INFO 2026-04-05 18:38:58,686 middleware hatchi | 10.89.2.34 | GET | /api/tasks/ | 200 | 0.021s
INFO 2026-04-05 18:38:58,693 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.010s
INFO 2026-04-05 18:38:58,714 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.012s
INFO 2026-04-05 18:38:58,737 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.011s
INFO 2026-04-05 18:39:06,597 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.015s
INFO 2026-04-05 18:39:06,608 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.015s
INFO 2026-04-05 18:39:06,619 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.015s
INFO 2026-04-05 18:39:06,628 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.015s
INFO 2026-04-05 18:39:06,655 middleware hatchi | 10.89.2.34 | GET | /api/tasks/ | 200 | 0.032s
INFO 2026-04-05 18:39:07,313 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.018s
INFO 2026-04-05 18:39:07,328 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.020s
INFO 2026-04-05 18:39:07,332 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.015s
INFO 2026-04-05 18:39:07,350 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.011s
INFO 2026-04-05 18:39:07,351 middleware hatchi | 10.89.2.34 | GET | /api/tasks/ | 200 | 0.025s
INFO 2026-04-05 18:39:34,197 middleware Anonymous | 10.89.2.34 | POST | /api/token/ | 200 | 0.101s
INFO 2026-04-05 18:39:34,238 middleware hatchi | 10.89.2.34 | GET | /api/tasks/ | 200 | 0.024s
INFO 2026-04-05 18:39:34,239 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.014s
INFO 2026-04-05 18:39:34,269 middleware hatchi | 10.89.2.34 | GET | /api/tasks/ | 200 | 0.023s
INFO 2026-04-05 18:39:37,048 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.012s
INFO 2026-04-05 18:39:37,065 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.012s
INFO 2026-04-05 18:39:39,597 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.020s
INFO 2026-04-05 18:39:39,598 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.033s
INFO 2026-04-05 18:39:39,598 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.016s
INFO 2026-04-05 18:39:39,619 middleware hatchi | 10.89.2.34 | GET | /api/me/ | 200 | 0.013s
INFO 2026-04-05 18:39:39,631 middleware hatchi | 10.89.2.34 | GET | /api/tasks/ | 200 | 0.034s
INFO 2026-04-05 18:40:19,775 middleware Anonymous | 192.168.1.70 | GET | /admin | 404 | 0.013s
INFO 2026-04-05 18:40:19,787 middleware Anonymous | 192.168.1.70 | GET | /admin/ | 302 | 0.008s
INFO 2026-04-05 18:40:19,826 middleware Anonymous | 192.168.1.70 | GET | /admin/login/ | 200 | 0.035s
INFO 2026-04-05 18:40:19,947 middleware Anonymous | 192.168.1.70 | GET | /favicon.ico | 404 | 0.002s
INFO 2026-04-05 18:40:24,241 middleware admin | 192.168.1.70 | POST | /admin/login/ | 302 | 0.132s
INFO 2026-04-05 18:40:24,278 middleware admin | 192.168.1.70 | GET | /admin/ | 200 | 0.030s
INFO 2026-04-05 18:40:31,083 middleware admin | 192.168.1.70 | GET | /admin/auth/user/ | 200 | 0.044s
INFO 2026-04-05 18:40:31,152 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.024s
INFO 2026-04-05 18:40:36,754 middleware admin | 192.168.1.70 | GET | /admin/auth/user/5/change/ | 200 | 0.063s
INFO 2026-04-05 18:40:36,816 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.016s
INFO 2026-04-05 18:41:20,931 middleware admin | 192.168.1.70 | GET | /admin/auth/group/ | 200 | 0.018s
INFO 2026-04-05 18:41:20,989 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.019s
INFO 2026-04-05 18:41:21,691 middleware admin | 192.168.1.70 | GET | /admin/auth/user/ | 200 | 0.022s
INFO 2026-04-05 18:41:21,736 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.015s
INFO 2026-04-05 18:41:22,630 middleware admin | 192.168.1.70 | GET | /admin/todo/task/ | 200 | 0.027s
INFO 2026-04-05 18:41:22,681 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.014s
INFO 2026-04-05 18:41:25,925 middleware admin | 192.168.1.70 | GET | /admin/todo/ | 200 | 0.022s
INFO 2026-04-05 18:41:27,132 middleware admin | 192.168.1.70 | GET | /admin/todo/task/ | 200 | 0.025s
INFO 2026-04-05 18:41:27,179 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.014s
INFO 2026-04-05 18:41:43,274 middleware admin | 192.168.1.70 | GET | /admin/todo/task/ | 200 | 0.035s
INFO 2026-04-05 18:41:43,320 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.013s
INFO 2026-04-05 18:41:44,290 middleware admin | 192.168.1.70 | GET | /admin/todo/task/ | 200 | 0.027s
INFO 2026-04-05 18:41:44,334 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.016s
INFO 2026-04-05 18:42:25,201 middleware hatchi | 10.89.2.37 | GET | /api/me/ | 200 | 0.020s
INFO 2026-04-05 18:42:25,217 middleware hatchi | 10.89.2.37 | GET | /api/tasks/ | 200 | 0.026s
INFO 2026-04-05 18:42:25,222 middleware hatchi | 10.89.2.37 | GET | /api/me/ | 200 | 0.012s
INFO 2026-04-05 18:42:25,238 middleware hatchi | 10.89.2.37 | GET | /api/me/ | 200 | 0.012s
INFO 2026-04-05 18:42:25,256 middleware hatchi | 10.89.2.37 | GET | /api/me/ | 200 | 0.010s
INFO 2026-04-05 18:42:25,935 middleware admin | 192.168.1.70 | GET | /admin/todo/task/ | 200 | 0.046s
INFO 2026-04-05 18:42:25,981 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.014s
INFO 2026-04-05 18:42:26,894 middleware admin | 192.168.1.70 | GET | /admin/auth/user/ | 200 | 0.020s
INFO 2026-04-05 18:42:26,941 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.014s
INFO 2026-04-05 18:42:30,623 middleware admin | 192.168.1.70 | GET | /admin/auth/user/5/change/ | 200 | 0.051s
INFO 2026-04-05 18:42:30,678 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.014s
INFO 2026-04-05 18:42:41,643 middleware admin | 192.168.1.70 | GET | /admin/auth/group/ | 200 | 0.017s
INFO 2026-04-05 18:42:41,688 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.013s
INFO 2026-04-05 18:42:43,260 middleware admin | 192.168.1.70 | GET | /admin/todo/task/ | 200 | 0.024s
INFO 2026-04-05 18:42:43,310 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.013s
INFO 2026-04-05 18:42:44,557 middleware admin | 192.168.1.70 | GET | /admin/auth/user/ | 200 | 0.019s
INFO 2026-04-05 18:42:44,602 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.013s
INFO 2026-04-05 18:46:04,499 middleware hatchi | 10.89.2.37 | GET | /api/me/ | 200 | 0.016s
INFO 2026-04-05 18:46:04,509 middleware hatchi | 10.89.2.37 | GET | /api/me/ | 200 | 0.017s
INFO 2026-04-05 18:46:04,520 middleware hatchi | 10.89.2.37 | GET | /api/me/ | 200 | 0.016s
INFO 2026-04-05 18:46:04,539 middleware hatchi | 10.89.2.37 | GET | /api/me/ | 200 | 0.014s
INFO 2026-04-05 18:46:04,547 middleware hatchi | 10.89.2.37 | GET | /api/tasks/ | 200 | 0.033s
INFO 2026-04-05 18:46:09,874 middleware admin | 192.168.1.70 | GET | /admin/auth/user/5/change/ | 200 | 0.030s
INFO 2026-04-05 18:46:09,929 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.015s
INFO 2026-04-05 18:47:42,340 middleware admin | 192.168.1.70 | GET | /admin/auth/user/ | 200 | 0.020s
INFO 2026-04-05 18:47:42,412 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.019s
INFO 2026-04-05 18:52:59,865 middleware admin | 192.168.1.70 | GET | /admin/auth/user/ | 200 | 0.017s
INFO 2026-04-05 18:52:59,921 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.016s
INFO 2026-04-05 18:53:02,584 middleware admin | 192.168.1.70 | GET | /admin/auth/user/5/change/ | 200 | 0.034s
INFO 2026-04-05 18:53:02,631 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.014s
INFO 2026-04-05 18:57:54,778 middleware hatchi | 10.89.2.40 | GET | /api/me/ | 200 | 0.020s
INFO 2026-04-05 18:57:54,804 middleware hatchi | 10.89.2.40 | GET | /api/tasks/ | 200 | 0.027s
INFO 2026-04-05 18:57:54,807 middleware hatchi | 10.89.2.40 | GET | /api/me/ | 200 | 0.011s
INFO 2026-04-05 18:57:54,842 middleware hatchi | 10.89.2.40 | GET | /api/me/ | 200 | 0.015s
INFO 2026-04-05 18:57:54,869 middleware hatchi | 10.89.2.40 | GET | /api/me/ | 200 | 0.012s
INFO 2026-04-05 18:57:56,819 middleware admin | 192.168.1.70 | GET | /admin/auth/user/5/change/ | 200 | 0.091s
INFO 2026-04-05 18:57:56,866 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.014s
INFO 2026-04-05 18:57:57,746 middleware admin | 192.168.1.70 | GET | /admin/auth/user/5/change/ | 200 | 0.038s
INFO 2026-04-05 18:57:57,785 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.012s
INFO 2026-04-05 18:58:04,077 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/ | 200 | 0.045s
INFO 2026-04-05 18:58:04,149 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.017s
INFO 2026-04-05 18:58:07,702 middleware admin | 192.168.1.70 | GET | /admin/auth/group/ | 200 | 0.023s
INFO 2026-04-05 18:58:07,763 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.015s
INFO 2026-04-05 18:58:08,291 middleware admin | 192.168.1.70 | GET | /admin/auth/user/ | 200 | 0.021s
INFO 2026-04-05 18:58:08,335 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.013s
INFO 2026-04-05 18:58:09,986 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/ | 200 | 0.032s
INFO 2026-04-05 18:58:10,046 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.018s
INFO 2026-04-05 18:58:10,854 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/1/change/ | 200 | 0.021s
INFO 2026-04-05 18:58:10,902 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.014s
INFO 2026-04-05 18:58:23,770 middleware hatchi | 10.89.2.40 | GET | /api/me/ | 200 | 0.018s
INFO 2026-04-05 18:58:23,771 middleware hatchi | 10.89.2.40 | GET | /api/me/ | 200 | 0.015s
INFO 2026-04-05 18:58:23,781 middleware hatchi | 10.89.2.40 | GET | /api/me/ | 200 | 0.017s
INFO 2026-04-05 18:58:23,790 middleware hatchi | 10.89.2.40 | GET | /api/me/ | 200 | 0.016s
INFO 2026-04-05 18:58:23,809 middleware hatchi | 10.89.2.40 | GET | /api/tasks/ | 200 | 0.023s
INFO 2026-04-05 18:58:31,465 middleware hatchi | 10.89.2.40 | GET | /api/me/ | 200 | 0.013s
INFO 2026-04-05 18:58:31,475 middleware hatchi | 10.89.2.40 | GET | /api/me/ | 200 | 0.014s
INFO 2026-04-05 18:58:34,690 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/1/change/ | 200 | 0.019s
INFO 2026-04-05 18:58:34,736 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.014s
INFO 2026-04-05 18:58:35,439 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/1/change/ | 200 | 0.023s
INFO 2026-04-05 18:58:35,487 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.015s
INFO 2026-04-05 18:58:36,297 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/ | 200 | 0.019s
INFO 2026-04-05 18:58:39,294 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.016s
INFO 2026-04-05 18:58:40,615 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/ | 200 | 0.021s
INFO 2026-04-05 18:58:40,660 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.015s
INFO 2026-04-05 18:58:41,458 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/1/change/ | 200 | 0.020s
INFO 2026-04-05 18:58:41,512 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.014s
INFO 2026-04-05 18:58:41,810 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/1/change/ | 200 | 0.021s
INFO 2026-04-05 18:58:41,858 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.012s
INFO 2026-04-05 18:58:42,266 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/1/change/ | 200 | 0.024s
INFO 2026-04-05 18:58:42,309 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.014s
INFO 2026-04-05 18:58:42,459 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/1/change/ | 200 | 0.021s
INFO 2026-04-05 18:58:42,503 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.014s
INFO 2026-04-05 18:58:42,624 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/1/change/ | 200 | 0.018s
INFO 2026-04-05 18:58:42,668 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.011s
INFO 2026-04-05 18:59:09,813 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/1/change/ | 200 | 0.024s
INFO 2026-04-05 18:59:09,857 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.013s
INFO 2026-04-05 18:59:10,361 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/1/change/ | 200 | 0.022s
INFO 2026-04-05 18:59:10,405 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.012s
INFO 2026-04-05 18:59:10,639 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/1/change/ | 200 | 0.022s
INFO 2026-04-05 18:59:10,686 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.014s
INFO 2026-04-05 18:59:10,808 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/1/change/ | 200 | 0.020s
INFO 2026-04-05 18:59:10,853 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.014s
INFO 2026-04-05 18:59:14,608 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/ | 200 | 0.019s
INFO 2026-04-05 18:59:14,658 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.012s
INFO 2026-04-05 18:59:16,262 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/1/change/ | 200 | 0.023s
INFO 2026-04-05 18:59:16,313 middleware admin | 192.168.1.70 | GET | /admin/jsi18n/ | 200 | 0.013s
INFO 2026-04-05 18:59:17,411 middleware admin | 192.168.1.70 | GET | /admin/todo/userprofile/ | 200 | 0.021s
INFO 2026-04-05 19:02:10,545 middleware hatchi | 10.89.2.41 | GET | /api/me/ | 200 | 0.013s
INFO 2026-04-05 19:02:10,546 middleware hatchi | 10.89.2.41 | GET | /api/me/ | 200 | 0.015s
INFO 2026-04-05 19:02:10,567 middleware hatchi | 10.89.2.41 | GET | /api/tasks/ | 200 | 0.025s
INFO 2026-04-05 19:02:10,578 middleware hatchi | 10.89.2.41 | GET | /api/tasks/ | 200 | 0.026s
INFO 2026-04-05 19:02:10,578 middleware hatchi | 10.89.2.41 | GET | /api/me/ | 200 | 0.013s
INFO 2026-04-05 19:02:10,590 middleware hatchi | 10.89.2.41 | GET | /api/me/ | 200 | 0.014s
INFO 2026-04-05 19:02:10,598 middleware hatchi | 10.89.2.41 | GET | /api/me/ | 200 | 0.015s
INFO 2026-04-05 19:02:10,626 middleware hatchi | 10.89.2.41 | GET | /api/me/ | 200 | 0.015s
INFO 2026-04-05 19:02:14,825 middleware hatchi | 10.89.2.41 | GET | /api/me/ | 200 | 0.012s
INFO 2026-04-05 19:02:14,848 middleware hatchi | 10.89.2.41 | GET | /api/me/ | 200 | 0.016s
